Requirement ID,Domain,Title,Requirement,Priority,Phase,Preliminary Fit,Capability,Accountable Owner,Verification Method,Source Status,Implementation Status,Design Reference,Module Reference,Test Case,UAT Result,Release,Acceptance Notes,Decision / Comments
SEC-004,"Security, Privacy, Records, and Compliance",Row and field security,"The platform shall enforce record- and field-level access for sensitive demands, personnel attributes, cost rates, acquisition data, legal matters, and other restricted information.",Must,1,Configure,"Security, Privacy, Records, and Compliance",Security Manager,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-005,"Security, Privacy, Records, and Compliance",External user isolation,"If external stakeholders are granted access, they shall be restricted to explicitly shared records and fields and shall not infer enterprise portfolio information through search, counts, exports, notifications, or APIs.",Must,4,Configure,"Security, Privacy, Records, and Compliance",Security Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 4,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-006,"Security, Privacy, Records, and Compliance",Data marking,"The platform shall display and preserve applicable classification, CUI, dissemination, privacy, and records markings on screens, exports, reports, attachments, notifications, and API responses.",Must,1,Configure,"Security, Privacy, Records, and Compliance",Security Manager,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-007,"Security, Privacy, Records, and Compliance",Encryption,"The solution shall use approved cryptography for data in transit and at rest, including backups, integration payloads, and file storage.",Must,1,Configure,"Security, Privacy, Records, and Compliance",Security Manager,Security test,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-008,"Security, Privacy, Records, and Compliance",Audit logging,"The platform shall log authentication, access to sensitive records, creates, updates, deletes, exports, imports, approvals, delegations, configuration changes, integration activity, and administrative actions.",Must,1,Configure,"Security, Privacy, Records, and Compliance",Audit Manager,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-009,"Security, Privacy, Records, and Compliance",Tamper-evident audit,"Audit records shall be protected from unauthorized modification and retained, searchable, exportable, and time-synchronized according to policy.",Must,1,Configure,"Security, Privacy, Records, and Compliance",Audit Manager,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-010,"Security, Privacy, Records, and Compliance",Separation of duties,"The platform shall support separation among requester, assessor, approver, financial certifier, resource approver, administrator, auditor, and data steward roles and shall report conflicting assignments.",Must,1,Configure,"Security, Privacy, Records, and Compliance",Security Manager,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-011,"Security, Privacy, Records, and Compliance",Session security,"The solution shall enforce approved session timeout, reauthentication for sensitive actions, concurrent session, device, and failed-login controls.",Must,1,Configure,"Security, Privacy, Records, and Compliance",Security Manager,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-012,"Security, Privacy, Records, and Compliance",Malware and file control,"Uploaded files shall be type- and size-validated, scanned using approved protections, and prevented from executing active content not permitted by policy.",Must,1,Configure,"Security, Privacy, Records, and Compliance",Security Manager,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-013,"Security, Privacy, Records, and Compliance",Records management,"Records shall be categorized, retained, frozen under legal or records hold, transferred, and disposed according to approved schedules, with disposition auditable.",Must,1,Integrate,"Security, Privacy, Records, and Compliance",Records Manager,Demonstration,Proposed,Requires integration,,,,Not Run,Integration roadmap / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-014,"Security, Privacy, Records, and Compliance",Privacy controls,"The platform shall support privacy minimization, purpose limitation, access accounting, appropriate notices, and handling rules for personally identifiable information.",Must,1,Configure,"Security, Privacy, Records, and Compliance",Privacy Officer,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-015,"Security, Privacy, Records, and Compliance",Backup and recovery security,"Backups and recovery environments shall inherit access, encryption, marking, retention, and audit protections equivalent to production.",Must,1,Configure,"Security, Privacy, Records, and Compliance",Service Owner,Demonstration,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-016,"Security, Privacy, Records, and Compliance",Secure API,"APIs shall use approved authentication and authorization, rate limits, input validation, logging, secrets management, and protection against replay and mass extraction.",Must,2,Configure,"Security, Privacy, Records, and Compliance",Security Manager,Demonstration,Proposed,Planned,,,,Not Run,Phase 2,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-017,"Security, Privacy, Records, and Compliance",Security testing,"The solution shall complete required architecture review, threat modeling, vulnerability scanning, code or configuration review, penetration testing, and remediation before production release and after material change.",Must,1,Policy/Process,"Security, Privacy, Records, and Compliance",Security Manager,Demonstration,Proposed,Requires policy or governance decision,,,,Not Run,Governance decision / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-018,"Security, Privacy, Records, and Compliance",Control inheritance and evidence,The implementation shall document applicable inherited and system-specific controls and retain evidence needed for risk management and continuous monitoring.,Must,1,Policy/Process,"Security, Privacy, Records, and Compliance",RMF Lead,Demonstration,Proposed,Requires policy or governance decision,,,,Not Run,Governance decision / Phase 1,MVP reference implementation; see known limitations and acceptance checklist.,
SEC-019,"Security, Privacy, Records, and Compliance",Secure notification content,Email and calendar notifications shall contain only the minimum approved information and shall direct users to the authenticated platform for sensitive details.,Must,1,Configure,"Security, Privacy, Records, and Compliance",Security Manager,Demonstration,Proposed,Implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,tests/,Not Run,MVP 0.1.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-001,Nonfunctional and Quality Requirements,Availability,"The production service shall meet an approved availability target and maintenance window, with initial objective of at least 99.9 percent monthly availability excluding approved maintenance.",Must,1,Configure,Nonfunctional and Quality Requirements,Service Owner,Service test,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
NFR-002,Nonfunctional and Quality Requirements,Interactive performance,"For normal load, 95 percent of common page views and record actions shall complete within three seconds, excluding external integration latency and documented long-running analytics.",Must,1,Configure,Nonfunctional and Quality Requirements,Service Owner,Performance test,Proposed,Partially implemented,docs/REQUIREMENTS_TRACEABILITY.md,app/main.py; app/models.py,,Not Run,MVP hardening / 0.2.0,MVP reference implementation; see known limitations and acceptance checklist.,
